RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Dependents,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,MonthlyCharges,TotalCharges,PaymentMethod,Exited
2172,15747174,Hao,526,Germany,Male,58,No,9,190298.89,2,1,191263.76,60.85,111.4,Electronic check,0
2173,15651585,Power,661,Germany,Male,35,No,2,117212.18,1,1,83052.03,43.95,43.95,Credit card (automatic),0
2174,15649738,White,698,France,Female,46,No,0,0,2,1,125962.02,86.05,308.1,Electronic check,0
2175,15633108,Thorpe,646,France,Male,26,No,4,139848.17,1,0,164696.27,20.25,383.65,Credit card (automatic),0
2176,15769254,Tuan,757,Germany,Female,34,No,9,101861.36,2,0,187011.96,85.15,2555.9,Electronic check,0
2177,15704746,Inman,699,Spain,Male,35,Yes,2,167455.66,2,1,55324.49,19.4,1284.2,Credit card (automatic),0
2178,15637644,Hanson,667,France,Female,24,No,4,0,2,1,34335.55,102.65,7550.3,Credit card (automatic),0
2179,15609562,MacDonald,774,Spain,Female,43,No,1,116360.07,1,0,17004.14,19.9,1110.05,Credit card (automatic),0
2180,15787459,Parkes,745,Spain,Male,40,No,3,88466.82,1,0,116331.42,19.55,99.6,Electronic check,0
2181,15762902,Stanley,649,France,Female,42,No,7,0,2,1,22974.01,95.5,6707.15,Credit card (automatic),0
2182,15738605,Fischer,634,Germany,Female,46,Yes,5,123642.36,1,1,49725.16,84.15,4164.4,Credit card (automatic),1
2183,15724889,Chinweuba,665,Spain,Male,38,Yes,9,0,1,1,87412.74,103.2,5873.75,Electronic check,0
2184,15730735,Henning,713,France,Male,38,No,9,72286.84,2,1,26136.89,50.2,109.25,Credit card (automatic),0
2185,15689147,Ogochukwu,652,France,Female,40,No,1,0,2,0,126554.96,88.55,179.25,Electronic check,0
2186,15730397,Narelle,739,Spain,Male,40,Yes,1,109681.61,1,1,193321.3,54.75,1338.15,Electronic check,0
2187,15762169,Bergman,556,Germany,Male,37,Yes,9,145018.64,2,0,90928.02,19.95,862.4,Credit card (automatic),1
2188,15589320,Sagese,699,Spain,Male,34,No,8,0,1,1,76510.46,116.25,8564.75,Electronic check,0
2189,15799211,Anenechi,708,Spain,Female,32,No,8,187487.63,1,1,120115.5,31.2,926.2,Electronic check,0
2190,15798310,Palerma,480,France,Male,35,Yes,2,165692.91,1,1,197984.58,24.45,1718.2,Bank transfer (automatic),0
2191,15609998,Okwudilichukwu,700,Germany,Female,59,No,5,137648.41,1,0,142977.05,84.2,5956.85,Credit card (automatic),1
2192,15583548,Harrison,525,Spain,Female,47,No,6,118560,1,0,82522.61,91.3,91.3,Electronic check,1
2193,15761763,Jamieson,845,France,Male,33,No,8,164385.53,1,0,150664.97,85.65,4824.45,Bank transfer (automatic),0
2194,15764409,Goodman,613,France,Male,37,Yes,9,108286.5,1,1,114153.44,21.2,1238.65,Mailed check,0
2195,15710161,Ko,850,France,Female,34,No,2,0,2,1,171706.66,79.5,79.5,Electronic check,0
2196,15735246,Norman,798,Spain,Female,58,No,9,0,2,0,119071.56,25.55,672.2,Mailed check,1
2197,15791700,Ugochukwutubelum,773,Germany,Male,47,Yes,2,118079.47,4,1,143007.49,20.2,382.2,Mailed check,1
2198,15670753,Uvarova,614,Spain,Male,35,No,2,127283.78,1,1,31302.35,63.85,4264.6,Electronic check,0
2199,15573876,Chia,473,Spain,Male,48,Yes,8,0,2,0,71139.8,61.95,1070.7,Mailed check,0
2200,15770174,Piazza,762,France,Male,29,Yes,6,141389.06,1,0,54122.89,25.75,1345.85,Mailed check,0
2201,15641114,Power,701,France,Male,37,No,8,130091.5,1,1,120031.29,58.2,1045.25,Electronic check,0
2202,15682435,P'eng,600,France,Male,35,No,4,143744.77,2,0,104076.51,85.85,3003.55,Bank transfer (automatic),0
2203,15751788,Johnson,850,Spain,Male,28,No,9,97408.03,1,1,175853.64,70.1,467.55,Mailed check,0
2204,15672598,Walker,613,Spain,Male,30,Yes,9,111927.45,1,1,175795.87,104.9,7537.5,Credit card (automatic),0
2205,15762803,Innes,509,France,Male,31,Yes,3,0,2,0,15360.91,111.3,7482.1,Electronic check,0
2206,15812982,Francis,509,Spain,Male,38,No,2,0,1,0,168460.12,99.85,3343.15,Electronic check,0
2207,15597901,Chidozie,609,France,Male,34,No,1,0,1,1,181177.9,95.25,5427.05,Bank transfer (automatic),0
2208,15731507,Mackenzie,456,France,Female,33,No,1,188285.68,1,0,58363.94,86.25,587.1,Electronic check,0
2209,15809826,Craigie,728,France,Female,46,No,2,109705.52,1,0,20276.87,100.8,100.8,Electronic check,1
2210,15764237,Manfrin,663,Spain,Male,33,No,9,0,2,0,91514.62,19.55,161.15,Bank transfer (automatic),0
2211,15769917,Onyekachi,673,Germany,Female,34,No,1,127122.79,3,1,76703.1,104,7028.5,Electronic check,0
2212,15641850,Pethard,717,France,Male,40,No,0,98241.04,1,0,110887.14,104.4,5232.9,Mailed check,0
2213,15770974,Nwabugwu,741,Germany,Female,37,No,8,170840.08,2,0,109843.16,19.5,225.85,Mailed check,0
2214,15803749,DeRose,498,Germany,Female,41,Yes,4,87541.06,2,1,12577.21,25.25,274.7,Credit card (automatic),1
2215,15684999,Ch'eng,850,France,Female,26,No,4,62610.96,2,1,179365.1,86.3,1180.95,Electronic check,0
2216,15770225,Padovesi,493,France,Male,36,No,9,0,2,1,65816.53,49.85,3370.2,Bank transfer (automatic),0
2217,15627484,Obielumani,686,France,Female,47,No,5,113328.93,1,0,124170.9,108.95,7111.3,Bank transfer (automatic),0
2218,15610337,Stephens,666,Spain,Male,35,Yes,2,104832.49,1,0,175015.12,89.9,5958.85,Credit card (automatic),0
2219,15752488,Emery,733,Spain,Female,31,Yes,9,102289.85,1,1,115441.66,82,5999.85,Credit card (automatic),0
2220,15610056,Dufresne,631,Germany,Female,34,No,6,125227.82,2,1,128247.03,89.95,1648.45,Electronic check,0
2221,15806049,Lee,714,Germany,Female,49,No,5,140510.89,1,0,141914.94,79.35,5753.25,Bank transfer (automatic),0
2222,15736069,Hsing,767,Germany,Female,35,Yes,6,132253.22,1,0,115566.57,64.05,4492.9,Credit card (automatic),1
2223,15763662,Longo,711,Germany,Male,43,Yes,2,39043.29,2,1,175423.69,101.15,3956.7,Credit card (automatic),0
2224,15615575,Vial,722,France,Male,34,No,8,0,2,1,133447.49,89.95,2625.55,Electronic check,0
2225,15691723,Chukwudi,631,Spain,Male,55,No,9,99685.06,1,0,114474.98,76.45,1233.4,Electronic check,0
2226,15774098,Grant,701,Germany,Male,38,No,3,125385.49,2,1,52044.66,39.1,1309,Electronic check,0
2227,15750808,Ma,790,Spain,Male,46,Yes,2,131365.37,2,1,180290.68,34.6,813.45,Mailed check,0
2228,15744368,Sun,633,Spain,Male,58,Yes,6,98308.51,1,1,132034.13,19.55,1108.8,Electronic check,0
2229,15610594,Moss,644,France,Female,37,No,8,0,2,0,20968.88,104.45,7349.35,Bank transfer (automatic),0
2230,15756125,Booth,757,Spain,Male,44,No,5,140856.16,2,0,158735.1,70.5,294.2,Electronic check,0
2231,15623277,Ross,696,France,Female,30,Yes,8,0,2,1,196134.44,20.35,929.2,Mailed check,0
2232,15795954,Ndukaku,746,France,Male,35,No,2,172274.01,1,0,22374.97,70,740,Electronic check,0
2233,15671969,Pruneda,649,Spain,Male,36,Yes,8,0,2,0,161668.15,19.45,754.5,Credit card (automatic),0
2234,15791268,Neumann,565,Spain,Male,38,No,0,122447.76,1,0,67339.34,69.9,3883.3,Mailed check,0
2235,15713655,Calabrese,720,France,Female,38,Yes,10,0,2,1,56229.72,59.7,1414.2,Mailed check,1
2236,15633930,Yobachukwu,648,Spain,Female,56,Yes,6,157559.59,2,0,140991.23,78.35,3211.2,Credit card (automatic),1
2237,15712849,Tung,632,Germany,Male,41,No,3,126550.7,1,0,177644.52,71.45,371.6,Mailed check,1
2238,15639077,Marchesi,622,France,Female,30,Yes,2,158584.82,3,0,142342.55,45.85,1246.4,Credit card (automatic),1
2239,15808784,Hess,835,France,Male,28,No,2,163569.61,2,1,154559.28,95.85,95.85,Electronic check,0
2240,15648577,Pickering,493,France,Female,31,Yes,3,0,1,1,176570.28,35.7,2545.7,Credit card (automatic),1
2241,15670345,Mazzi,785,Germany,Female,33,Yes,6,127211.45,1,0,191961.83,89.55,6448.85,Credit card (automatic),0
2242,15633112,Madukaego,681,Germany,Male,42,Yes,3,118199.97,2,0,9452.88,24.95,1468.9,Credit card (automatic),1
2243,15714397,Trentino,621,Germany,Female,30,Yes,2,101014.08,2,1,165257.31,24.85,1013.6,Electronic check,0
2244,15780038,Paterson,756,Spain,Male,38,No,6,119208.85,1,0,169763.89,100.8,6690.75,Electronic check,1
2245,15756305,Marchesi,515,France,Female,66,No,6,0,2,1,160663.11,64.4,2088.75,Mailed check,0
2246,15578799,Anayolisa,625,France,Female,58,No,10,53772.73,1,1,192072.1,105.35,7240.65,Bank transfer (automatic),1
2247,15800326,Poole,717,Spain,Female,39,Yes,6,0,2,0,93275.61,102.45,102.45,Electronic check,0
2248,15785485,Zhou,595,Germany,Female,41,No,2,138878.81,1,1,112269.67,19.65,830.25,Credit card (automatic),0
2249,15783958,Bates,539,Spain,Female,37,Yes,1,130922.81,2,0,2186.83,54.45,1588.7,Bank transfer (automatic),0
2250,15727546,Olejuru,762,France,Male,35,No,9,0,2,1,43075.7,70.5,829.3,Mailed check,0
2251,15739576,Bustard,706,Spain,Male,20,No,8,0,2,1,12368.11,20.1,302.45,Credit card (automatic),0
2252,15631333,Wade,677,Spain,Female,25,No,8,130866.19,1,0,42410.21,69.35,712.25,Electronic check,0
2253,15604782,Tan,733,Germany,Female,33,Yes,7,187257.94,1,1,190430.81,19.8,1336.65,Bank transfer (automatic),0
2254,15589643,Ngozichukwuka,684,Spain,Female,41,No,7,0,1,1,138394.37,74.4,5360.75,Bank transfer (automatic),0
2255,15585533,Calabrese,679,France,Male,36,No,6,147733.64,1,1,172501.38,93.05,6735.05,Bank transfer (automatic),0
2256,15681506,Lane,478,Spain,Male,43,Yes,1,0,2,1,197916.43,51.2,51.2,Mailed check,0
2257,15630551,Forbes,696,France,Male,33,Yes,2,163139.27,1,1,7035.36,65.6,1010,Credit card (automatic),0
2258,15698349,Davy,686,Spain,Female,35,No,4,0,2,1,159676.55,80.55,4847.05,Credit card (automatic),0
2259,15776631,Ma,466,France,Female,36,No,5,119540.15,1,1,80603.99,52.7,3019.7,Mailed check,0
2260,15762216,Barrera,686,France,Female,41,No,4,129553.76,2,0,187599.8,20.85,161.65,Mailed check,0
2261,15623927,Alexander,576,France,Male,55,No,9,0,2,1,94450.97,80.1,217.55,Credit card (automatic),0
2262,15681402,Ngozichukwuka,763,Germany,Female,61,No,1,66101.89,1,1,143981.27,52.15,2583.75,Credit card (automatic),0
2263,15586264,Murray,572,France,Male,43,No,2,140431.98,1,0,26450.57,80.2,146.05,Electronic check,1
2264,15594685,Hall,757,France,Female,49,No,2,0,2,0,164482.92,98.15,567.45,Bank transfer (automatic),0
2265,15812945,Padovesi,582,France,Female,29,No,0,0,1,1,84012.81,114.95,7711.25,Bank transfer (automatic),0
2266,15734628,Lysaght,623,France,Female,35,No,5,0,2,0,101192.08,112.95,1384.75,Mailed check,0
2267,15629323,Kelechi,617,Germany,Female,37,No,4,116471.43,2,0,175324.74,104.45,5481.25,Bank transfer (automatic),1
2268,15666823,Nebechi,425,France,Male,39,No,4,0,2,0,197226.32,113.65,8124.2,Credit card (automatic),0
2269,15777553,Hanson,659,France,Female,56,No,9,123785.24,1,0,99504.03,20.6,827.3,Bank transfer (automatic),1
2270,15613097,Kao,605,France,Female,33,No,4,0,2,1,83700.66,70.9,70.9,Mailed check,0
2271,15622217,Tu,538,France,Female,38,No,8,88758.95,2,0,28226.15,86.85,220.95,Electronic check,1
2272,15703588,Palerma,665,Germany,Male,25,No,5,153611.83,2,0,35321.65,91.55,3673.6,Electronic check,0
2273,15570835,Fallaci,491,Germany,Female,57,Yes,4,112044.72,1,1,41229.73,49.85,49.85,Electronic check,1
2274,15679299,Shen,726,Spain,Female,27,No,7,123826.07,1,1,78970.58,19.8,576.65,Credit card (automatic),0
2275,15808044,Ts'ui,580,France,Female,65,Yes,9,106804.26,3,0,107890.69,99.85,2331.3,Electronic check,1
2276,15579208,Chikezie,550,France,Female,48,Yes,6,0,2,1,191870.28,74.5,74.5,Electronic check,0
2277,15684951,He,542,France,Female,59,No,2,68892.77,2,0,7905.06,104.15,4495.65,Electronic check,1
2278,15667620,Dreyer,732,France,Female,43,No,6,0,2,0,65731.53,109.15,6941.2,Electronic check,0
2279,15582960,Short,473,France,Female,33,No,5,125827.43,1,1,145698.73,48.2,340.35,Electronic check,0
2280,15590730,Hunt,745,Spain,Male,34,No,9,0,2,0,50046.25,25.1,1789.9,Credit card (automatic),0
2281,15763747,Ricci,732,France,Male,36,No,7,0,2,1,60830.24,100.15,908.55,Credit card (automatic),0
2282,15778320,Teng,848,Germany,Female,40,No,5,148495.64,1,0,158853.98,65.2,1043.35,Credit card (automatic),0
2283,15642787,Ijendu,572,France,Male,37,Yes,1,133043.66,1,0,111243.09,99.5,6822.15,Credit card (automatic),0
2284,15624633,Kibby,702,France,Male,45,No,9,74989.58,1,1,171014.69,71.55,71.55,Mailed check,0
2285,15766765,Obiuto,664,Germany,Male,39,Yes,7,60263.23,1,0,170835.32,55.9,157.55,Mailed check,0
2286,15783615,Ramos,630,Germany,Male,50,No,3,129370.91,4,1,47775.34,93.9,5029.2,Electronic check,1
2287,15640161,Calabrese,618,Germany,Male,44,No,5,157955.83,2,0,139297.71,64.4,581.7,Credit card (automatic),0
2288,15619889,Vasin,556,France,Male,26,No,4,0,1,0,195167.38,108.4,7318.2,Bank transfer (automatic),0
2289,15579166,Munro,619,France,Female,30,No,7,70729.17,1,1,160948.87,85.3,420.45,Mailed check,0
2290,15789097,Keeley,644,France,Male,48,Yes,8,0,2,1,44965.54,107.45,7576.7,Mailed check,1
2291,15674880,Archer,658,Spain,Male,50,No,2,0,2,0,52137.73,48.75,633.4,Bank transfer (automatic),0
2292,15778157,Murray,598,Spain,Male,27,No,8,90721.52,2,0,109296.18,85.65,321.65,Electronic check,0
2293,15779064,Chidiegwu,677,France,Male,27,Yes,2,0,2,1,20092.89,91.3,4965,Credit card (automatic),0
2294,15801265,Tang,689,Spain,Female,45,No,0,57784.22,1,0,197804,85.95,6151.9,Bank transfer (automatic),1
2295,15589204,Farrar,591,France,Male,33,No,9,131765.72,1,0,118782.06,106.7,1253.9,Electronic check,0
2296,15664543,Shaw,699,France,Male,40,No,7,0,1,1,152876.13,25.15,25.15,Electronic check,1
2297,15582714,Napolitani,749,Germany,Male,47,No,9,110022.74,1,1,135655.29,45.2,45.2,Electronic check,1
2298,15797595,Greenhalgh,709,France,Female,40,No,9,131569.63,1,1,103970.58,110.35,5893.15,Electronic check,0
2299,15614034,Martin,607,Germany,Male,61,Yes,2,164523.5,2,1,35786.76,79.2,5420.65,Credit card (automatic),0
2300,15763171,Hu,650,Germany,Female,25,No,2,114330.95,1,1,25325.07,55.5,2627.35,Credit card (automatic),0
2301,15647266,Y?an,651,Spain,Female,45,Yes,10,135923.16,1,0,18732.84,103.25,5037.55,Credit card (automatic),0
2302,15757577,Odili,676,France,Female,61,No,8,0,2,1,118522.73,90.25,743.75,Electronic check,0
2303,15736656,H?,723,France,Female,49,Yes,4,0,2,1,89972.25,91.25,6589.6,Mailed check,0
2304,15635078,Chiemela,714,Spain,Male,45,No,0,124693.48,1,1,187194.15,47.8,92.45,Electronic check,0
2305,15680141,Yuan,759,Spain,Female,35,No,7,147936.42,1,1,106785.7,100.9,6733.15,Credit card (automatic),0
2306,15576945,Clements,582,France,Male,29,Yes,0,0,1,0,142516.35,97.7,3410,Bank transfer (automatic),0
2307,15602034,Kolesnikov,697,France,Female,34,No,2,126558.92,1,0,73334.43,69.85,199.85,Electronic check,0
2308,15732020,Rutherford,610,Germany,Male,57,Yes,6,106938.11,2,1,186612.47,65.6,593.3,Mailed check,0
2309,15611029,Hsiung,488,Germany,Female,33,Yes,4,140002.35,1,0,123613.81,104.65,7288.4,Bank transfer (automatic),0
2310,15621210,Angelo,599,Germany,Male,46,No,9,123444.72,1,1,31368.08,90.45,5229.8,Credit card (automatic),1
2311,15569222,Mendes,781,France,Male,32,No,6,147107.91,1,1,40066.95,63.7,4464.8,Bank transfer (automatic),0
2312,15664639,McGregor,645,France,Male,19,Yes,9,128514.84,1,0,175969.19,104.5,5068.05,Electronic check,0
2313,15724223,Bronner,545,France,Female,55,No,5,0,1,0,10034.77,20.1,401.85,Mailed check,1
2314,15644621,Mironova,597,Germany,Female,40,Yes,9,106756.01,2,0,151167.94,104.3,4451.85,Credit card (automatic),0
2315,15756056,Ku,561,Spain,Female,28,Yes,3,0,2,0,191387.76,93.25,6688.95,Bank transfer (automatic),0
2316,15700353,Evans,662,France,Female,37,Yes,6,0,2,0,51229.17,73.45,2661.1,Bank transfer (automatic),0
2317,15624388,Henderson,649,Germany,Female,50,No,5,155393.32,1,1,87351.42,20.7,73.05,Mailed check,1
2318,15627212,Smith,630,France,Female,36,Yes,2,110414.48,1,1,48984.95,25.25,1211.65,Mailed check,0
2319,15648005,Russell,672,Spain,Male,33,Yes,2,0,2,1,182738,100.5,7030.65,Bank transfer (automatic),0
2320,15681446,Sun,636,Germany,Female,37,Yes,9,157098.52,1,1,153535.27,90.6,1020.2,Electronic check,0
2321,15775888,McDonald,593,Germany,Female,38,Yes,5,85626.6,1,1,125079.65,89.4,5597.65,Credit card (automatic),0
2322,15749019,Wong,545,Germany,Male,45,No,6,93796.42,2,1,162321.26,95.45,6223.3,Bank transfer (automatic),0
2323,15709928,Niu,567,Spain,Female,41,Yes,1,0,2,0,3414.72,20.45,1024.65,Credit card (automatic),0
2324,15784676,Fanucci,583,France,Male,51,No,6,125268.03,2,0,165082.25,98.6,2933.2,Credit card (automatic),0
2325,15748116,Zetticci,681,France,Female,29,No,2,148143.84,1,1,52021.39,83.05,1258.3,Electronic check,0
2326,15612193,Hsia,762,Spain,Male,29,Yes,10,115545.33,2,0,148256.43,19.95,82.9,Electronic check,0
2327,15762984,McIntosh,648,Spain,Male,35,No,7,0,2,0,122899.01,109.15,7789.6,Credit card (automatic),0
2328,15613713,Kozlova,644,France,Male,30,No,5,44928.88,1,1,10771.46,85.7,2067,Credit card (automatic),0
2329,15664204,Meany,706,Spain,Male,29,No,2,0,2,1,18255.51,102.05,3452.55,Bank transfer (automatic),0
2330,15639415,Thompson,850,France,Male,35,No,3,162442.35,1,0,183566.78,94.7,5468.95,Electronic check,0
2331,15806332,Le Gallienne,484,Spain,Female,39,Yes,5,0,2,1,175224.12,64.4,1802.15,Electronic check,0
2332,15614929,Cheng,508,Germany,Male,28,No,0,96213.82,2,0,147913.56,26.8,733.55,Mailed check,0
2333,15695492,P'eng,439,France,Female,29,No,6,156569.43,1,0,180598.66,66.05,3021.45,Credit card (automatic),0
2334,15635972,Lloyd,484,Spain,Male,36,Yes,8,0,2,0,186136.48,65.2,3687.85,Bank transfer (automatic),0
2335,15616380,Wheeler,803,Spain,Female,37,No,1,0,2,0,7455.2,85.05,1391.15,Credit card (automatic),0
2336,15581440,Christie,724,Germany,Female,48,No,6,110463.25,2,1,80552.11,55.8,274.35,Mailed check,1
2337,15654390,He,640,France,Male,33,No,7,154575.76,1,0,25722.28,70.4,1214.05,Bank transfer (automatic),1
2338,15660688,King,701,Spain,Female,35,No,9,0,2,0,170996.86,104.75,5510.65,Bank transfer (automatic),0
2339,15806307,Favors,537,France,Male,37,Yes,3,0,2,1,20603.32,19.95,1322.85,Bank transfer (automatic),0
2340,15647975,Vida,651,Germany,Male,26,No,5,147037.32,1,0,141763.26,94.25,1973.75,Electronic check,0
2341,15595728,Thomas,523,Germany,Male,41,Yes,0,119276.31,1,0,122284.38,45,2196.3,Credit card (automatic),1
2342,15735388,Wayn,717,France,Female,25,No,7,108664.85,2,0,190011.85,114.9,7843.55,Bank transfer (automatic),0
2343,15788535,Tan,593,Spain,Male,44,No,5,0,1,0,128046.98,106.4,3211.9,Bank transfer (automatic),0
2344,15765902,Gibson,706,Germany,Male,38,No,5,163034.82,2,1,135662.17,46.1,130.15,Mailed check,0
2345,15642345,Y?,714,Germany,Female,49,No,4,93059.34,1,0,7571.51,39.7,692.35,Mailed check,1
2346,15641250,Calabresi,794,Spain,Male,38,Yes,9,179581.31,1,0,23596.24,20.05,85.5,Bank transfer (automatic),0
2347,15706163,Enyinnaya,518,Germany,Male,46,Yes,4,113625.93,1,0,92727.42,95.75,6849.4,Credit card (automatic),1
2348,15746708,Ritchie,589,Germany,Male,55,Yes,7,119961.48,1,0,65156.83,24.4,203.95,Mailed check,1
2349,15775203,Chia,824,France,Male,45,Yes,3,129209.48,1,0,60151.77,33.6,2117.2,Bank transfer (automatic),0
2350,15787907,Wang,719,Germany,Female,42,Yes,5,137227.04,3,0,149097.38,90.45,6565.85,Bank transfer (automatic),1
2351,15646764,Lorenzo,617,Germany,Female,58,No,3,119024.75,2,0,35199.24,84,424.75,Electronic check,1
2352,15678284,Pai,651,France,Male,35,No,7,74623.5,3,0,129451.29,67.4,3306.85,Bank transfer (automatic),1
2353,15726791,Nuttall,637,Spain,Female,45,No,2,157929.45,1,1,145134.49,19.7,168.9,Bank transfer (automatic),1
2354,15813144,Osborne,554,France,Female,26,No,7,92606.86,2,0,192709.69,80.35,253.8,Electronic check,0
2355,15669342,Ferri,731,Germany,Male,35,Yes,2,127862.93,2,0,139083.7,19.6,197.4,Mailed check,0
2356,15710366,Hamilton,569,Spain,Female,42,Yes,1,0,1,1,83629.6,54.2,3838.2,Bank transfer (automatic),1
2357,15614934,McEwan,625,Germany,Female,37,No,4,142711.81,1,0,35625.41,45.2,2065.15,Credit card (automatic),0
2358,15588701,Lai,592,France,Female,38,No,4,0,2,0,35338.96,75.1,5064.45,Mailed check,0
2359,15665438,Hs?,669,France,Male,43,No,1,163159.85,1,1,15602.8,19.7,1140.05,Electronic check,0
2360,15644896,Thompson,663,Germany,Male,32,No,3,108586.86,1,1,182355.21,72.75,2447.45,Bank transfer (automatic),0
2361,15670205,Boyd,518,Germany,Female,41,Yes,5,110624.99,1,0,89327.67,20.05,1263.9,Credit card (automatic),0
2362,15635776,Trevisani,686,Germany,Female,43,Yes,5,154846.24,2,1,151903.6,45.95,45.95,Mailed check,0
2363,15791053,Lucciano,709,Germany,Male,45,Yes,4,122917.71,1,1,11.58,39.2,1838.15,Electronic check,1
2364,15644005,Holman,571,France,Female,33,No,9,0,2,1,77519.62,44.75,44.75,Electronic check,0
2365,15796343,Bazhenov,707,France,Female,31,No,2,82787.93,2,0,91423.69,82.65,1185,Electronic check,0
2366,15751057,Douglas,701,Germany,Male,32,No,5,102500.34,1,0,106287.77,93.9,1743.9,Bank transfer (automatic),0
2367,15623430,Hill,672,France,Male,34,No,9,0,2,0,161800.77,70.15,70.15,Electronic check,0
2368,15682600,Lo,620,Germany,Male,39,No,9,159492.79,1,0,80582.34,85.55,85.55,Credit card (automatic),1
2369,15769312,Forbes,557,Spain,Male,48,No,10,0,2,1,185094.48,117.15,8529.5,Credit card (automatic),0
2370,15708212,Lin,648,Spain,Female,54,No,7,118241.02,1,0,172586.89,99.25,6549.45,Credit card (automatic),1
2371,15650258,Sinclair,479,France,Female,35,No,2,113090.4,1,0,195649.79,112.55,7806.5,Bank transfer (automatic),0
